TrueY,PredY
1,0.5343049
0,0.08262651
1,0.9880726
0,0.008804916
1,0.99989337
0,0.022843463
0,0.010245541
0,0.07456259
0,0.0003428627
1,0.78070796
0,0.20210734
1,0.9972714
1,0.94604856
0,0.49777025
1,0.999822
1,0.99974364
0,0.0005534979
0,0.0042574108
1,0.9995308
1,0.047686707
0,0.30690077
1,0.50620097
1,0.98141605
0,0.38336912
0,0.011669542
0,0.32868892
0,0.24626346
1,0.994767
0,0.043713223
0,0.49168357
0,0.08219169
0,0.006114819
0,0.03251564
1,0.99763715
1,0.7945423
1,0.5411217
0,0.049717374
0,0.010903746
1,0.15209074
0,0.43076807
0,0.11446737
0,0.59632266
0,0.021952134
1,0.99972856
1,0.99978983
0,0.7816688
0,0.022228125
1,0.99974
0,0.28156012
1,0.9608426
1,0.7646919
0,0.040845875
0,0.06079042
0,0.024570543
0,0.0066260574
0,0.0013886376
1,0.9978651
1,0.9927004
0,0.0029124126
1,0.94946396
0,0.015274368
0,0.36173975
0,0.020320613
0,0.007447214
1,0.99897957
1,0.31430376
1,0.8680881
1,0.34756613
1,0.047219638
1,0.99962854
1,0.99179095
1,0.43409163
1,0.29535288
1,0.9895029
0,0.00036753813
0,0.22462198
0,0.78376424
0,0.72725886
1,0.9445052
0,0.18053834
0,3.5575053e-05
0,0.9904865
0,0.07110394
0,0.047241546
0,0.02277701
1,0.9988081
0,0.24271998
1,0.23144183
0,0.5958564
0,0.03699699
1,0.1750507
0,0.023306916
0,0.32524472
0,0.017007472
0,0.17643285
1,0.5123555
1,0.99980414
0,0.032878816
0,0.016046131
1,0.26196057
0,0.00029305002
0,0.024297778
1,0.9915922
1,0.9993502
0,0.35259253
0,0.10280689
0,0.00087290525
1,0.99810743
1,0.99297965
0,0.3762226
1,0.99957097
0,0.08932902
0,0.040882044
0,0.2520836
1,0.99889755
0,0.21720774
1,0.99267405
0,0.008371484
1,0.99407446
0,0.77298206
0,0.018382836
1,0.53903234
0,0.16517234
1,0.98722106
1,0.99714947
0,0.036442995
0,0.008614038
1,0.99182785
0,0.14443678
1,0.9997368
0,0.0033329409
1,0.9783352
0,0.32505363
1,0.9969427
1,0.99869937
1,0.302311
1,0.36101556
1,0.9961975
0,0.024783008
0,0.002942544
0,0.03464235
1,0.55147517
0,0.010943369
0,0.3811887
0,0.61696655
1,0.99606735
0,0.3871236
1,0.9997206
1,0.99923307
0,0.14412984
1,0.99926585
1,0.8503084
1,0.9973081
0,0.014161661
0,0.0022138776
1,0.99471426
1,0.4103446
1,0.9989662
0,0.049723722
0,0.000111855545
1,0.8330725
1,0.9984728
1,0.995817
0,0.5175174
1,0.9982535
1,0.99255025
1,0.99918926
0,0.96655256
1,0.9980736
0,0.2936919
1,0.9981276
0,0.6219889
1,0.3751152
0,0.00062766124
0,0.17858216
0,0.1620239
0,0.24710914
0,0.17075978
0,0.0029095972
1,0.9821784
0,0.9836149
1,0.9997306
1,0.99678147
0,0.26886687
0,0.68015134
0,0.9338528
0,0.034421716
0,0.9888421
0,1.4621063e-05
1,0.96104383
0,0.80986166
1,0.9983648
1,0.99562675
0,0.03292508
0,0.8712324
1,0.043961853
0,0.19464481
1,0.99997044
1,0.40390095
1,0.99545574
0,0.13281505
1,0.99989593
1,0.25544715
0,0.0028578178
0,0.4264861
1,0.9993542
1,0.9847624
0,0.05575767
0,0.51835936
0,0.005801058
1,0.9196147
0,0.9761418
1,0.99921215
1,0.3371587
1,0.99309176
1,0.9991751
1,0.99005735
0,0.00081154733
0,0.0008561526
0,0.12682922
0,0.02835539
0,0.031332992
0,0.062643334
1,0.8222998
0,0.9472848
1,0.71900856
1,0.8700514
0,0.003290613
0,0.08949835
0,0.0007996772
0,0.17275478
0,0.015842833
1,0.9963291
1,0.14772174
0,0.01865443
0,0.005634748
1,0.16202143
1,0.91020143
1,0.999818
1,0.99906886
0,0.041166145
0,0.0024149437
0,0.0016386628
1,0.9935381
0,0.48791313
1,0.43463808
0,0.46111697
1,0.8261083
1,0.98917544
0,0.690142
1,0.9996253
1,0.93041074
0,0.0071691843
0,0.8642374
1,0.97904336
1,0.99619186
0,0.9945896
0,0.0029089588
1,0.20679927
1,0.16266172
0,0.0042842804
1,0.9982095
0,0.049840022
0,0.02117386
0,0.016335716
1,0.9987456
0,0.010832014
0,0.025502155
0,0.0015888702
0,0.4182194
1,0.99963295
0,0.03409291
0,0.99515706
0,0.11592133
1,0.3278462
0,0.009146834
1,0.70256454
1,0.9997778
1,0.9990862
1,0.932697
0,0.041029368
0,0.30011535
1,0.5721632
1,0.9973841
0,0.06383506
0,0.05808983
1,0.39008802
0,0.017686117
0,0.13072519
0,0.9859206
1,0.9114482
0,0.0038072057
0,0.99395573
0,0.008876736
0,0.000100654106
0,0.31692344
0,0.8792039
0,0.8560864
1,0.6534007
1,0.047517795
0,0.032358173
0,0.042997763
1,0.9980453
0,0.0061774156
0,0.004166512
1,0.9368005
0,0.0031385273
1,0.99915445
0,0.8013074
1,0.99793446
1,0.9762308
0,0.03784776
1,0.994984
1,0.22994988
1,0.9962589
0,0.26446587
0,0.13746968
0,0.010823448
0,0.33064276
1,0.99722195
1,0.94589484
1,0.9931661
1,0.9957569
0,0.9827447
1,0.99672335
1,0.9997304
0,0.0030060573
1,0.9968508
0,0.029552076
1,0.9645405
1,0.014855295
1,0.9998865
0,0.9929908
0,0.8499697
0,0.051952887
1,0.76644367
1,0.9971124
0,0.00715728
0,0.0225253
1,0.9988896
1,0.98419476
0,0.016599825
1,0.9997033
0,0.3763742
0,0.17906938
1,0.9897388
0,0.025588667
1,0.9996778
0,0.0005362424
0,0.19340424
0,0.0037722266
0,0.477295
0,0.0073354817
1,0.99914056
1,0.29012173
1,0.9888859
0,0.35866672
0,0.06923671
0,0.018616525
0,0.0059981113
0,0.5687906
0,0.0013001834
0,0.09751279
1,0.9999002
0,0.3484515
0,0.01340197
0,0.002897599
0,0.21386245
0,0.00018650838
1,0.27801824
1,0.94996846
1,0.99237615
0,0.0017557833
0,0.4603138
1,0.57852685
0,0.09029202
0,0.7597504
0,0.7287494
0,0.9560032
0,0.32624775
0,0.15552653
0,0.25052795
1,0.14002444
0,0.3141701
0,0.048556346
0,0.95491266
1,0.99914706
1,0.10599108
0,0.3976048
1,0.99971354
1,0.99979335
0,0.99966687
0,0.12667039
1,0.99911547
0,0.02665624
1,0.9993452
0,0.01473524
0,0.4844323
0,0.006494783
0,0.41153583
1,0.71086466
0,0.108585075
0,0.2455451
1,0.99703044
0,0.00974806
0,0.19496803
1,0.4528885
0,0.001739726
1,0.9973407
0,0.32178444
0,0.26997024
0,0.005203408
0,0.04390328
0,0.11055175
0,0.32732978
1,0.98087275
0,0.28309795
0,0.007927201
1,0.9987618
0,0.72831976
1,0.9966599
0,0.97867787
0,0.073424995
0,0.0040252125
1,0.9979373
1,0.013493681
1,0.9703617
0,0.035584945
0,0.004201222
0,0.009099549
0,0.20849386
1,0.99964315
1,0.002714882
0,0.056712322
0,0.019032896
1,0.99949914
1,0.022471163
1,0.48864022
0,0.05807073
1,0.65086925
0,0.0046986877
1,0.99907875
1,0.942258
0,0.09330686
1,0.7513618
0,0.0043595233
0,0.0044237375
0,0.90630686
1,0.9894106
1,0.17292437
1,0.9994961
0,0.17483208
1,0.99943435
1,0.95375764
1,0.009033634
1,0.99947375
0,0.275801
0,0.22040954
1,0.97104454
1,0.62262017
0,0.19830403
0,0.002812517
1,0.36350435
0,0.09752136
1,0.9970681
0,0.24631181
0,0.0147482725
0,0.37623423
1,0.46138716
0,0.007554598
0,0.043736845
1,0.99951553
1,0.3500313
1,0.9922916
0,0.031984277
1,0.9990589
0,0.09933386
0,0.033336136
0,0.010331688
1,0.9996599
1,0.91706914
1,0.9941928
1,0.9988264
1,0.41789126
1,0.8889495
1,0.64686817
1,0.37712225
1,0.9864643
0,0.0414566
1,0.9559854
1,0.9961826
1,0.9970053
1,0.8082536
1,0.983208
0,0.0014573194
1,0.9958519
1,0.9998943
1,0.4374895
1,0.9440135
0,0.008207747
0,0.0018250237
1,0.98536885
0,0.22223005
0,0.008198152
0,0.54264235
0,0.061684616
0,0.036607236
0,0.000985673
0,0.004124024
1,0.9984312
0,0.99172896
1,0.91220963
1,0.9993119
0,0.0026865224
1,0.99813616
1,0.97454405
1,0.998314
0,0.99255246
0,0.015091723
0,0.32759643
1,0.9990263
0,0.0073580174
1,0.99966633
0,0.99479663
0,0.8910796
0,0.0016498093
0,0.99757564
0,0.078076
1,0.5781901
0,0.001397927
0,0.0051289527
0,0.2448504
0,0.0016454055
1,0.9997878
1,0.99943495
1,0.9965288
1,0.99975795
0,0.025268886
1,0.9775857
0,0.029389283
1,0.13363583
0,0.07007689
0,0.004960933
1,0.5299814
1,0.9995378
1,0.9922627
0,0.984511
1,0.9999115
0,0.008989068
0,0.018889517
1,0.0469367
1,0.9959294
0,0.8797966
1,0.9989053
1,0.98385936
1,0.99970293
0,0.002849368
0,0.23369262
0,0.0018612206
0,0.0028449278
0,0.036946665
1,0.99186456
1,0.99659795
0,0.8418228
1,0.9993973
1,0.9992833
0,0.082213834
0,0.074685454
1,0.99746907
0,0.0002666288
1,0.99922454
1,0.9996034
0,0.16832092
0,0.12748954
0,0.6498156
1,0.57709336
0,0.08278499
1,0.3839563
0,0.010901922
1,0.9945796
0,0.5110285
1,0.99919367
1,0.8178431
0,0.0020490405
1,0.044009708
1,0.99884045
1,0.9868363
1,0.99524844
1,0.93397105
0,0.004347776
1,0.9997729
1,0.99844235
1,0.9980329
0,0.998099
0,0.030376866
0,0.04810328
0,0.12144433
1,0.40954694
0,0.12363021
1,0.99619496
1,0.52343506
0,0.016437601
1,0.99875224
0,0.34931907
0,0.013552889
1,0.387555
0,0.0019095286
0,0.7128581
1,0.9488742
1,0.9999016
0,0.009249122
1,0.99545574
1,0.66390884
1,0.9964236
0,0.025279054
0,0.00502655
1,0.16920397
1,0.9819644
0,0.009148094
1,0.02028602
1,0.7497612
1,0.9725855
0,0.0013101455
0,0.004296103
1,0.9932772
0,0.034160692
1,0.96874607
1,0.9937903
0,0.17397097
1,0.999732
0,0.022298295
0,0.5133447
0,0.066267736
1,0.9959694
0,0.8319812
0,0.08416052
1,0.046035312
0,0.3579648
0,3.3827135e-05
1,0.9962823
1,0.9997884
1,0.95855427
1,0.9962147
0,0.6537808
0,0.01462121
0,0.044326026
1,0.005975603
1,0.9979402
1,0.020114537
0,0.34649318
1,0.50004745
0,0.99818546
0,0.007965962
0,0.3138879
0,0.011473199
0,0.010563254
0,0.1370507
1,0.692413
1,0.9990686
0,0.15577944
1,0.9989554
0,0.16976406
0,0.05221037
1,0.0055309804
0,0.041003577
0,0.93414366
0,0.0066113137
0,0.06464805
0,0.0033948808
0,0.37493786
1,0.13346379
0,0.12516508
1,0.99972945
0,0.0030241807
1,0.9818796
0,0.011819437
0,0.30442476
0,0.065163
0,0.24613094
0,0.014321077
0,0.20372471
0,0.008353611
0,0.12671697
0,0.19043285
1,0.9763991
0,0.0018112045
1,0.42325506
1,0.9973084
0,0.039312165
1,0.9853102
0,0.004845122
1,0.9969654
0,0.004406444
0,0.2716102
0,0.19345537
1,0.99187386
0,0.0007968342
0,0.0027027354
1,0.9977503
0,0.9103842
1,0.99850476
0,0.06486756
1,0.9971069
1,0.99676913
0,0.1733923
0,0.00995719
0,0.62577754
0,0.0069217933
0,0.015102247
1,0.97648656
0,0.00019780154
1,0.9975184
1,0.887593
0,0.06984629
0,0.034311008
0,0.007812989
0,0.026211048
0,0.86606467
1,0.99872667
0,0.27499124
1,0.98951215
1,0.99910057
1,0.06608754
1,0.9992089
0,0.05815328
1,0.9983597
0,0.00047663072
0,0.043586258
0,0.00749705
0,0.0054619266
1,0.99921024
1,0.99989384
1,0.15499686
1,0.9955057
1,0.99928683
0,0.024750143
1,0.16878471
1,0.9457814
0,0.99257374
0,0.030740196
1,0.99782884
0,3.4715646e-05
1,0.99848956
1,0.993641
1,0.050684165
0,0.011372985
1,0.99497163
0,0.0048714024
1,0.7913297
1,0.99934673
1,0.29865503
0,0.012809898
0,0.025481839
1,0.09136755
1,0.9939399
1,0.9987906
0,0.041580733
0,0.5072924
0,0.01039455
0,0.74272996
1,0.9973217
0,0.02028628
1,0.99883807
1,0.66435254
0,0.007221894
0,0.00963009
0,0.36978075
0,0.0007117029
1,0.159569
0,0.95989245
1,0.59545165
0,0.0110328095
0,0.54500353
1,0.9978787
1,0.9965212
0,0.96529186
1,0.77397877
0,0.033533037
1,0.9995707
1,0.99157035
0,0.006671275
0,0.09187054
0,0.036868043
0,0.028515179
0,0.11816887
0,0.037155744
1,0.9995103
0,0.09204423
0,0.0423069
0,0.8947007
0,0.2458291
1,0.99530095
1,0.99966586
0,0.00073854864
0,0.3020139
0,0.07536539
0,0.5438834
1,0.9965418
0,0.008431727
1,0.74621713
1,0.8068426
1,0.9992483
1,0.9242768
1,0.8726903
1,0.99805945
0,0.048585813
0,0.007930577
1,0.998565
1,0.9274396
0,0.007571871
0,0.07262258
1,0.9991597
0,0.054077696
0,0.002234558
1,0.99854785
0,0.0023646192
1,0.9532096
1,0.08827441
1,0.9968389
0,0.0034631316
0,0.006938017
1,0.98524415
0,0.0016272994
1,0.99953115
1,0.9998275
0,0.014835496
0,0.9983388
0,0.9379822
0,0.037240338
1,0.9959499
1,0.022528777
1,0.97986287
0,0.9540559
0,0.009447406
0,0.0045454595
1,0.9467899
0,0.8800292
1,0.99979466
1,0.9986965
0,0.014931527
0,0.9371089
1,0.9157462
1,0.99907494
0,0.024661459
1,0.9988001
1,0.9934931
1,0.5388375
0,0.008906286
0,0.0067240433
1,0.9175618
0,0.60078627
0,0.94443446
0,0.22543125
0,0.0021481854
0,0.031244725
0,0.52823305
0,0.0058550513
1,0.99278736
1,0.99981546
0,0.00032505768
0,0.014192225
0,0.057582088
0,0.13476732
1,0.99879676
1,0.99893016
0,0.0028732303
0,0.24807432
0,0.087173805
0,0.002620208
0,0.7217618
0,0.39728203
1,0.72000694
1,0.99416417
0,0.00016271858
0,0.8045389
0,0.43197718
1,0.98732936
0,0.0041111475
1,0.97653645
1,0.96460027
1,0.77011645
1,0.9974352
0,0.01599199
0,0.1587218
0,0.06747942
0,0.07235539
1,0.99769956
0,0.15994628
1,0.99901116
1,0.98102057
0,0.55447495
1,0.9878893
0,0.004940702
0,0.005009271
0,0.02115695
1,0.95271665
0,0.6807342
1,0.99975795
1,0.99980897
0,0.00090642663
0,0.0024492391
0,0.009164836
1,0.9994811
0,0.018015696
0,0.0003454063
0,0.00057298224
1,0.05842168
1,0.9994602
0,0.24163122
1,0.9997877
1,0.44343233
1,0.9967861
1,0.73930776
1,0.016312955
0,0.08063161
0,0.05048607
0,0.0022015674
0,0.99966323
0,0.016164603
0,0.42855096
0,0.977219
0,0.9646107
0,0.005388272
0,0.041450404
0,0.026729058
0,0.068054676
1,0.99750626
0,0.14159173
1,0.99970305
0,0.015057437
1,0.73430735
0,0.79179305
0,0.0029235252
0,0.010051924
0,0.0038268168
0,0.50846404
1,0.99602336
1,0.98003626
0,0.56705415
1,0.17807503
0,0.26574364
0,0.2240736
0,0.16455483
1,0.9989704
0,0.06873341
0,0.4953762
0,0.014043709
1,0.99957055
0,0.0023953915
0,0.17567578
1,0.07162143
0,0.0004707145
0,0.00081202446
0,0.39995676
0,0.05561347
0,0.0020878906
0,0.0049573383
0,0.0204595
1,0.9928892
0,0.049232952
1,0.99677193
0,0.22013715
0,0.9983384
1,0.9979601
1,0.9991876
0,0.9803955
1,0.99859965
1,0.99777186
1,0.99864423
1,0.9995071
0,0.0005624469
0,0.9441818
1,0.95353395
1,0.9998428
1,0.99847806
1,0.9641296
1,0.9781898
0,0.38587445
1,0.9962946
1,0.9985485
0,0.0049029635
0,0.008920052
0,0.054878466
0,0.0035116456
0,0.991226
0,0.0028911063
0,0.0017451685
1,0.9990419
0,0.019689376
1,0.9936945
0,0.0013205025
1,0.5644868
1,0.9975936
0,0.012873502
0,0.39530423
0,0.10922499
1,0.9917123
0,0.002088304
0,0.37886843
1,0.9961298
0,0.16466546
0,0.17453125
1,0.9762834
0,0.09595782
0,0.0023032539
0,0.004511474
0,0.08509751
0,0.014804246
0,0.7124111
1,0.99297965
0,0.0053211134
1,0.99982435
0,0.16589911
0,0.05352019
1,0.9917989
1,0.99982756
0,0.0074741365
0,0.18228333
1,0.9984043
1,0.99817103
0,0.0018618942
0,0.019564176
1,0.9981325
0,0.024803465
1,0.9997765
0,0.054089516
1,0.9997506
0,0.6036172
0,0.00043427543
0,0.2660512
1,0.4916984
0,0.12614422
0,0.79750645
0,0.0071508377
1,0.9996972
0,0.008661343
1,0.99828035
0,0.00018032372
0,0.023600278
0,0.99994165
0,0.13760181
0,0.2117513
0,0.003335825
1,0.41429073
0,0.21890895
0,0.0033945446
0,0.045584403
0,0.4974369
0,0.038612884
0,0.0010163874
0,0.19427815
0,0.38865405
1,0.99702644
0,0.427162
0,0.91937315
1,0.06375814
1,0.99044913
0,0.7321982
0,0.017275834
1,0.45981988
1,0.015337926
1,0.92776155
0,0.0016720484
0,0.14888754
0,0.005773565
1,0.99707747
0,0.18302386
0,0.09551461
0,0.06750977
0,0.11732354
1,0.9996332
1,0.5909704
0,0.11640428
0,0.0017462687
1,0.9966816
1,0.8367357
0,0.16345954
1,0.34627634
1,0.99929744
1,0.99933165
1,0.6745842
1,0.99833184
1,0.9900528
1,0.9992483
1,0.99073184
0,0.030668661
0,0.006712413
0,0.013427722
1,0.9997206
0,0.12828538
1,0.9997164
0,0.7599439
0,0.19368228
1,0.40320015
0,0.009721303
1,0.9964778
0,0.30490765
1,0.99892646
0,0.5848979
0,0.0032919708
1,0.99989045
1,0.81002915
0,0.9978102
0,0.7585105
0,0.9597211
1,0.9951043
1,0.85217696
0,0.54455984
0,0.017603155
1,0.6139291
0,0.0013210351
0,0.58704394
1,0.9997991
1,0.9799695
0,0.35905582
1,0.9531438
1,0.90649617
1,0.9073963
1,0.9747591
1,0.99950325
1,0.9914588
0,0.20356119
0,0.030456778
1,0.94253623
0,0.02625005
0,0.79335654
0,0.007692498
0,0.043942712
1,0.76965535
1,0.99975127
0,0.5304723
1,0.99770546
1,0.9932316
0,0.0040598107
0,0.0030058592
0,0.009073893
1,0.9938518
1,0.9979801
1,0.9993423
1,0.34595436
0,0.0005577478
0,0.018121284
1,0.99984866
0,0.9524295
0,0.009101914
0,0.018250646
0,0.9975697
0,0.0028131024
0,0.21620265
1,0.96646404
0,0.0532917
0,0.0009730148
0,0.64854443
0,0.00084010384
0,0.016864056
0,0.02520768
0,0.0005557502
1,0.9968604
1,0.6728149
1,0.99580735
0,0.009002285
0,0.47028762
1,0.99878436
0,0.39785212
1,0.99921626
0,0.29255643
1,0.9995221
1,0.99995315
0,0.036381498
1,0.9110691
0,0.0010782776
0,0.014179985
0,0.16855626
1,0.99580115
1,0.9987394
0,0.61382794
1,0.99523735
0,0.057580203
0,0.020516781
0,0.02193501
1,0.9984826
0,0.015893107
1,0.993842
0,0.24333282
0,0.055500012
1,0.9992331
1,0.933825
0,0.87387675
0,0.010839962
1,0.9861469
0,0.5422983
1,0.015702609
0,0.014926125
1,0.8403169
1,0.99984026
1,0.75788105
1,0.99979526
0,0.07795205
0,0.006146371
0,0.00044508712
1,0.23866396
0,4.045283e-05
1,0.9953278
0,0.98743457
1,0.99967307
0,0.0023517597
1,0.99990004
0,0.08397398
0,6.9807444e-05
0,0.011249181
1,0.9771291
1,0.97454405
0,0.029248172
0,0.9870249
1,0.9994645
0,0.012471302
0,0.2879129
0,0.005419948
1,0.9999033
0,0.3276038
0,0.0022826102
1,0.9995143
0,0.0073545366
0,0.95565605
1,0.9997389
1,0.99496543
0,0.0011398634
1,0.9286715
1,0.99104434
0,0.0011623213
1,0.9901675
1,0.9991865
1,0.9940632
0,0.99813807
0,0.0010688456
0,0.041529246
0,0.007617295
1,0.9739388
0,0.07677278
0,0.0043485747
0,0.0013250607
1,0.37254885
0,0.0130698485
0,0.57824147
0,0.001737633
1,0.9992051
0,0.0050953063
0,0.002644775
0,0.07433765
1,0.9977077
0,0.0030824388
1,0.99134624
1,0.98563606
0,0.009023711
1,0.9995723
0,0.05886774
1,0.9998587
0,0.15382706
0,0.0048596403
1,0.9583289
1,0.9965212
1,0.9513893
0,0.006671154
0,0.01519609
1,0.98950636
0,0.0010791768
0,0.33489934
1,0.99261254
1,0.6778747
1,0.4267969
1,0.9998562
1,0.99943626
0,0.0070314733
1,0.9982464
0,0.03926896
0,0.19425717
0,0.15841433
1,0.9986461
1,0.9843836
1,0.9994508
1,0.13318342
1,0.9110465
0,0.11363693
1,0.99919784
0,0.5436593
1,0.99078
1,0.9966574
0,0.68309355
1,0.9992801
1,0.99980366
1,0.014826986
1,0.79358685
0,0.040306292
0,0.92656153
1,0.18703064
1,0.9995142
1,0.8439986
1,0.52912223
0,0.004185447
1,0.99811953
1,0.9982461
1,0.7920149
0,0.62314546
1,0.9996022
0,0.063807584
0,0.44584924
0,0.029313449
0,0.015040356
1,0.96117336
1,0.99908555
0,0.0025823195
1,0.9941724
0,0.22944899
0,0.0087149665
0,0.12622961
1,0.061772294
1,0.9373411
0,0.043925792
1,0.99826
1,0.022973634
1,0.99809456
0,0.009640772
0,0.02413671
1,0.9962813
0,0.17674628
0,0.7010759
0,0.12661004
0,0.9890095
0,0.02458467
0,0.03519339
1,0.99871606
0,0.025501948
1,0.9984064
1,0.7020656
0,0.24520478
1,0.9715207
0,0.03690227
1,0.018070867
0,0.4262519
0,0.07677349
1,0.99920905
0,0.0077994093
0,0.00079472485
0,0.39549008
0,0.0059117475
0,0.36645275
0,0.056897026
0,0.005578425
0,0.93236625
0,0.0955218
0,0.0019303163
0,0.6751545
0,0.05956682
1,0.9979356
1,0.9935144
0,0.5013603
0,0.13772227
0,0.7076727
0,0.0813078
0,0.00645651
0,0.0009952692
0,0.8343428
0,0.0037012012
1,0.99883544
0,0.15066746
0,0.10490288
1,0.99940807
1,0.9799781
1,0.97790575
0,0.0038029295
0,0.08493824
1,0.9208065
0,0.025850391
0,0.023010366
0,0.016884318
0,0.0139648095
0,0.008336951
0,0.99962175
1,0.99718916
0,0.06210246
0,0.0011781737
1,0.9945485
0,0.37328094
0,0.08403717
1,0.60805154
1,0.9999706
